u	v	length
24434	34006	228.711
24435	24429	18.942
24436	12445	42.61
24436	24094	43.566
24437	15241	174.575
24437	12554	77.063
24437	26171	80.382
24438	33970	79.87899999999999
24438	24439	28.629
24439	33967	83.77000000000001
24439	34006	26.012999999999998
24440	24443	97.084
24440	20152	79.19
24440	22268	79.147
24441	24444	88.813
24441	22988	87.803
24441	27016	81.266
24441	12522	114.204
24442	22393	153.51500000000001
24442	32055	99.204
24443	4532	92.29
24443	20153	83.847
24443	22269	84.049
24444	24441	88.813
24444	24793	247.546
24444	24446	82.459
24445	22363	151.71900000000002
24446	24449	158.483
24446	27018	74.505
24446	12564	77.437
24446	24444	82.459
24447	22419	307.52799999999996
24448	36040	14.117
24448	42773	99.307
24449	24446	158.483
24449	27020	57.192
24449	12565	77.077
24450	22273	78.965
24450	20129	79.256
24450	20403	140.296
24451	24453	81.204
24451	19861	29.086
24451	16261	108.277
24451	12534	77.945
24452	20451	22.015
24453	16266	110.535
24453	603	94.018
24453	24451	81.204
24455	26478	1086.0829999999999
24456	16270	134.413
24456	24457	84.65
24456	603	82.188
24457	16272	150.458
24457	12538	95.023
24457	53733	104.486
24457	24456	84.65
24458	52851	25.184
24458	24459	19.447
24459	99	115.526
24460	13029	130.901
24460	24462	62.959
24460	53733	79.698
24461	24629	72.307
24461	28116	119.65
24462	24460	62.959
24462	16243	125.16
24462	30850	220.10899999999998
24463	4697	165.312
24463	24465	85.93
24464	17191	102.46700000000001
24464	24466	160.956
24465	24271	46.436
24465	24266	35.174
24465	24268	23.747
24467	32499	40.773
24467	14675	57.198
24468	22926	40.383
24469	26358	136.238
24469	24467	80.755
24470	36687	212.143
24470	12375	128.864
24471	44079	132.136
24471	44080	84.211
24471	49823	145.622
24472	4528	35.234
24472	22269	87.843
24472	25079	154.157
24472	4525	90.608
24473	1199	74.442
24473	37254	178.611
24473	14099	95.164
24474	47481	273.663
24474	45710	79.678
24475	22542	68.949
24475	33987	52.172
24475	24236	73.40899999999999
24476	24477	12.965
24476	3075	76.427
24476	4409	250.065
24477	24480	66.311
24477	24476	12.965
24478	22110	197.055
24478	11202	79.006
24478	29960	78.202
24479	25704	74.346
24479	24685	42.599
24479	16690	81.16499999999999
24480	24481	16.038
24480	24477	66.311
24481	6395	121.219
24481	18236	82.112
24481	24480	16.038
24482	2906	199.735
24482	22110	79.256
24482	31631	79.027
24483	14323	76.167
24483	5915	50.27
24483	25715	43.683
24484	14323	35.1
24485	53533	52.714
24485	21841	26.25
24486	29691	612.481
24486	45601	460.79200000000003
24487	15595	134.904
24488	19436	81.337
24488	23297	82.126
24488	4487	250.09300000000002
24489	24187	12.265
24489	24395	138.624
24490	27228	30.889
24490	29129	84.38799999999999
24491	24490	83.336
24491	23599	115.78399999999999
24492	32897	562.973
24493	53173	492.72300000000007
24494	34303	421.98900000000003
24495	51963	10.705
24495	9643	107.616
24495	50518	94.914
24496	2939	73.347
24496	39311	107.763
24496	50520	84.132
24497	7896	192.753
24497	21524	109.0
24497	22013	78.472
24497	9160	79.313
24498	45049	171.692
24498	39128	170.855
24498	18981	110.686
24498	28999	78.698
24499	20706	91.854
24499	27687	57.522999999999996
24500	24503	185.482
24500	45049	232.814
24500	18983	109.894
24500	31082	79.361
24501	20690	168.741
24501	28575	79.414
24502	16835	70.934
24502	9904	85.925
24502	16839	182.898
24503	35162	272.184
24503	24500	185.482
24503	18986	109.886
24503	31083	79.277
24504	42307	130.315
24505	35162	242.037
24505	32361	55.985
24505	22538	80.098
24506	50822	83.208
24506	5752	77.301
24506	871	227.864
24507	27544	19.668
24507	3791	66.928
24507	18544	27.917
24508	33345	47.927
24508	18211	82.033
24508	28470	266.307
24509	24512	85.067
24509	3039	85.34
24509	19910	236.56
24509	857	240.915
24510	13216	200.709
24510	20291	45.541
24510	24511	85.265
24511	40461	238.321
24511	24510	82.262
24511	24514	79.32900000000001
24512	22171	84.793
24512	24509	85.067
24512	19914	238.085
24513	15054	262.215
24513	23795	79.162
24513	8040	78.945
24514	13204	200.633
24514	24511	79.32900000000001
24514	24515	83.984
24515	44544	238.274
24515	24514	81.644
24515	24518	78.862
24516	19813	85.27
24516	4690	85.23
24516	19919	245.79
24517	22762	82.135
24517	1622	79.247
24517	15062	244.442
24518	54188	200.975
24518	24521	82.24900000000001
24518	24515	78.86200000000001
24519	421	78.52499999999999
24519	18211	116.592
24519	50522	126.576
24520	3560	107.956
24521	24518	82.968
24521	24522	78.989
24521	44542	238.17399999999998
24522	13203	200.975
24522	24521	78.989
24522	24523	83.72899999999998
24523	44537	238.174
24523	24522	83.58
24523	24527	78.936
24524	12115	85.447
24524	22456	85.004
24524	834	263.33
24525	420	12.049
24525	22762	82.528
24525	25115	217.906
24526	6892	78.57
24526	25802	266.456
24526	35739	78.994
24527	54139	200.941
24527	24523	78.936
24527	24528	82.09200000000001
24528	44530	238.284
24528	24527	82.42
24528	14201	78.95299999999999
24529	26278	45.202
24529	828	85.109
24529	51898	79.302
24530	25384	124.067
24530	23687	53.398
24531	24533	83.33900000000001
24531	30685	79.13699999999999
24531	44526	238.343
24532	29171	59.076
24532	3852	80.095
24532	8178	277.403
24533	13182	200.659
24533	24723	77.67399999999999
24533	24531	85.57499999999999
24534	24536	79.172
24534	15078	217.933
24535	16178	81.187
24535	3852	83.326
24535	8180	277.084
24536	15477	97.436
24536	25697	121.842
24537	26623	215.914
24537	42904	73.705
24538	24539	83.702
24538	47104	84.16399999999999
24538	8183	277.232
24538	27090	95.805
24539	24542	82.771
24539	31086	94.597
24539	24538	83.702
24540	28438	121.507
24540	15832	77.477
24541	12226	10.305
24541	24447	62.248000000000005
24542	24539	82.771
24542	21522	81.908
24542	8187	277.079
24543	17190	361.76300000000003
24544	26209	215.217
24544	21033	79.186
24545	46571	85.25
24545	9554	80.484
24545	565	131.624
24546	49777	57.994
24546	48097	9.505
24547	27783	93.681
24547	11105	79.056
24547	46073	79.337
24548	5085	41.159
24548	12765	300.69800000000004
24548	25457	245.585
24549	40752	81.994
24549	48898	26.921000000000003
24549	40753	51.302
24550	45035	78.687
24550	51531	9.446
24551	5694	152.131
24551	21250	78.749
24551	48898	79.496
24552	16425	84.074
24552	5094	128.612
24552	16734	247.557
24553	15104	268.333
24553	2476	82.149
24553	13131	81.81
24553	21655	143.921
24554	36621	9.211
24554	8209	217.601
24554	2651	81.13300000000001
24555	27673	48.183
24555	2476	81.079
24555	13659	84.52600000000001
24556	20852	82.142
24556	4018	82.04
24556	29132	260.842
24556	15116	253.556
24557	14905	81.703
24557	5394	79.246
24557	30409	123.75
24557	15134	253.383
24558	36551	77.227
24558	15423	75.916
24558	28451	92.19800000000001
24559	10023	78.536
24559	24561	82.03
24560	8164	136.504
24560	8368	85.334
24561	13052	82.77
24561	14781	181.322
24561	24559	82.03
24562	13052	78.572
24562	33387	194.878
24562	24563	85.794
24563	28001	79.888
24563	24562	85.794
24563	33386	93.43299999999999
24563	15140	253.259
24564	51963	218.49599999999998
24564	19002	191.41700000000003
24564	51283	194.579
24565	28002	20.41
24565	28001	18.659
24565	28875	106.536
24565	25956	153.72
24566	28004	68.082
24566	3607	82.048
24566	28002	45.027
24567	31068	10.765
24567	34238	48.339999999999996
24568	29148	260.842
24568	23958	79.152
24568	3607	81.963
24569	34416	185.713
24569	24579	9.133
24569	30984	77.83
24570	34597	112.878
24571	2079	81.801
24572	17257	175.342
24572	24574	78.38999999999999
24573	5499	177.492
24573	18457	80.215
24574	43105	17.01
24574	17356	78.935
24575	24579	122.28
24575	48857	79.114
24575	25208	79.30199999999999
24576	24578	77.128
24576	17261	144.422
24577	47105	18.028
24577	32838	381.154
24578	14503	140.743
24578	24581	80.423
24579	24569	9.133
24579	48864	71.133
24580	25887	76.239
24580	18485	76.129
24580	18096	207.795
24580	15913	218.587
24581	17275	125.79
24582	15913	210.654
24583	17445	195.34
24583	27929	75.658
24583	997	76.789
24584	3009	44.708
24585	31307	125.686
24585	27932	82.946
24585	1005	82.65899999999999
24586	21756	237.648
24586	4368	79.743
24586	24587	79.768
24587	28332	65.462
24587	23510	107.344
24587	24586	79.768
24588	6048	95.33300000000001
24588	45724	78.37899999999999
24589	22335	80.636
24589	28255	71.80499999999999
24589	9001	79.443
24590	21259	193.104
24590	19523	68.362
24591	10456	85.216
24591	24593	83.629
24591	12610	237.315
24592	14180	85.071
24592	2623	85.237
24592	19194	146.475
24593	24591	83.629
24593	15874	86.297
24593	21796	237.205
24594	20978	76.706
24594	12168	37.654
24594	35865	21.976
24595	19947	81.88
24595	54567	82.398
24595	7559	189.279
24595	19202	189.029
24596	15874	85.085
24596	20959	84.954
24596	21798	237.064
24597	14592	78.751
24597	24070	79.906
24598	22691	79.456
24598	50953	78.4
24598	7565	189.185
24599	24486	114.74600000000001
24600	9947	79.791
24600	51052	157.687
24601	12053	85.454
24601	24602	79.275
24601	12573	237.161
24602	24601	79.275
24602	24605	79.275
24602	21823	237.066
24603	13058	79.145
24603	22691	78.958
24603	7571	189.201
24604	45872	79.063
24604	13058	78.897
24604	7573	189.638
24605	24602	79.275
24605	19258	124.564
24605	24606	158.708
24606	21827	237.186
24606	24605	158.708
24606	8961	80.876
24607	2430	33.548
24607	2427	18.093
24608	33674	36.442
24608	5591	78.933
24609	8292	306.123
24609	25769	41.419
24610	3686	80.669
24610	17378	121.852
24611	7586	189.06000000000003
24611	11025	77.77600000000001
24611	34076	78.709
24612	17383	122.33600000000001
24613	7598	190.348
24613	22511	79.255
24613	15531	79.707
24614	30087	75.916
24614	10731	117.167
24614	17384	130.23399999999998
24615	17385	124.12
24615	53913	84.166
24615	24616	79.043
24616	20088	154.737
24617	24618	63.300000000000004
24618	49426	40.516
24618	24617	63.300000000000004
24619	17397	121.147
24619	7148	73.536
24620	4096	76.103
24620	17039	76.208
24620	17447	220.14399999999998
24621	14791	76.284
24622	24620	213.65699999999998
24622	4097	75.96300000000001
24622	17041	76.381
24623	22298	78.975
24624	17416	124.226
24624	12418	78.883
24624	53955	86.09599999999999
24625	31941	79.168
24626	28620	28.823
24627	24461	87.164
24627	53315	119.72300000000001
24628	24626	73.943
24628	11348	40.992
24628	18611	123.38900000000001
24629	24632	74.158
24629	28113	118.51
24630	16873	128.177
24630	10248	109.482
24630	16212	110.11200000000001
24631	13337	10.324
24631	4029	86.977
24632	28111	118.715
24632	24634	76.497
24633	35597	100.971
24633	17030	80.24
24634	14885	78.159
24634	53962	84.458
24634	28109	120.76400000000001
24635	24633	160.195
24635	4035	114.645
24636	18819	14.907
24636	22708	70.323
24637	24635	84.54
24637	17033	83.85
24638	24639	181.972
24638	26448	79.407
24638	51906	79.23
24639	51907	90.095
24640	26501	91.634
24640	14869	194.27
24640	24643	79.691
24640	11132	96.869
24641	11284	79.437
24641	24642	140.294
24642	18706	79.55199999999999
24642	24644	282.911
24642	11285	79.653
24643	26050	91.924
24643	23030	231.55
24643	24640	79.691
24643	35945	79.965
24644	18709	79.441
24644	11287	80.124
24644	20186	213.84500000000003
24645	7349	92.838
24645	15194	80.282
24646	49603	74.847
24646	48172	40.891
24647	15452	97.833
24647	25702	155.571
24648	45331	115.207
24648	32043	48.593
24648	48172	96.588
24648	24649	159.652
24649	34825	46.838
24649	45329	45.905
24649	24648	159.652
24650	21659	13.721
24650	54102	235.161
24650	25999	79.772
24651	24652	76.193
24652	22674	151.961
24652	11879	80.02
24653	5286	236.249
24653	30042	79.257
24654	27307	78.979
24654	24655	236.279
24655	27919	141.131
24655	22534	79.197
24656	24657	81.87
24656	22404	139.389
24656	20781	141.529
24657	24656	81.87
24657	22406	138.95
24657	20650	34.451
24658	27976	153.524
24658	4894	213.461
24658	2168	120.427
24658	14151	278.59499999999997
24659	20784	137.583
24659	5657	133.018
24659	20650	124.71799999999999
24660	21134	179.675
24660	37196	79.495
24660	7325	78.794
24661	29308	79.035
24661	51194	213.97299999999998
24661	35168	251.12599999999998
24662	14461	93.506
24662	19022	132.673
24663	5927	26.44
24663	39766	78.564
24664	11625	79.227
24664	20209	92.06700000000001
24664	26224	118.90599999999999
24665	54384	105.824
24665	21142	67.393
24665	14461	80.041
24665	23294	80.62
24666	18294	26.068
24667	24668	75.322
24668	22818	78.962
24668	24667	75.322
24668	20790	139.501
24668	22413	140.119
24669	14563	76.534
24669	16847	16.815
24669	11369	254.67700000000002
24670	21146	151.532
24670	46131	83.739
24670	3457	81.357
24671	19495	79.228
24671	22818	79.602
24671	22417	140.028
24671	20793	139.949
24672	21412	141.427
24673	24926	237.583
24673	6416	78.599
24675	33454	363.13699999999994
24676	20797	96.718
24676	26222	82.53
24676	22418	141.008
24677	24929	268.406
24677	23855	142.75400000000002
24677	24673	101.693
24678	26260	133.692
24678	53863	105.327
24678	12737	81.906
24679	12349	47.584
24679	24780	28.534
24680	39	78.332
24680	23557	79.145
24680	20300	170.156
24681	4854	147.275
24682	9359	96.895
24683	18316	79.14
24683	23871	130.985
24684	44942	182.711
24684	23165	52.855
24684	54533	89.277
24685	24686	76.916
24685	24479	42.599
24685	1413	77.213
24686	22122	67.269
24686	24685	76.916
24686	26531	117.69
24687	20691	134.91
24687	2780	84.582
24688	40118	201.982
24689	24690	83.029
24689	55070	249.313
24689	17933	240.27499999999998
24690	17934	240.39
24690	14552	82.626
24691	28366	40.849999999999994
24691	32629	32.122
24692	24694	82.445
24692	55078	249.233
24693	20086	22.432
24693	24695	135.522
24693	15845	25.768
24694	23495	240.856
24694	24697	82.422
24695	29150	14.162
24695	1680	16.562
24695	24693	135.522
24696	37251	80.427
24697	55083	249.2
24697	24699	82.198
24698	32282	232.241
24698	45019	663.8159999999999
24699	55085	249.174
24699	24392	82.558
24700	16436	112.571
24701	22054	170.352
24701	45981	76.936
24702	23515	241.446
24702	17839	82.602
24703	11594	81.62
24703	55091	249.12099999999998
24703	17971	241.61599999999999
24704	55096	248.923
24704	24705	82.593
24705	17974	242.253
24705	21249	81.425
24706	55100	248.923
24706	19472	82.502
24707	2676	82.126
24707	18055	49.825
24707	21095	72.45599999999999
24708	55104	85.39
24709	24710	106.439
24710	24711	174.113
24710	24709	106.439
24710	14213	85.735
24710	2610	79.864
24711	54116	174.183
24711	24710	174.113
24711	14216	84.415
24711	2612	80.216
24712	23048	221.945
24712	28306	79.267
24713	4178	79.391
24713	14574	79.20400000000001
24713	20754	151.347
24714	2303	37.779
24714	3399	82.249
24715	24330	373.594
24716	42329	121.896
24716	50570	157.72
24717	24032	19.983
24718	46313	60.433
24718	46313	79.045
24718	46323	44.965
24719	13726	501.40299999999996
24720	47378	70.26
24721	24722	22.86
24721	13604	107.92699999999999
24721	24032	67.69800000000001
24722	24721	22.86
24723	44528	238.638
24723	14201	79.157
24723	24533	77.67399999999999
24724	14203	79.01
24724	2582	76.933
24724	38782	213.155
24725	24726	86.507
24725	9083	234.189
24726	24727	86.929
24726	25925	234.116
24727	24728	98.919
24727	14995	232.288
24728	24303	99.667
24728	25928	234.071
24729	34628	36.095
24729	2844	89.47399999999999
24729	29869	163.095
24729	34631	52.374
24729	34624	30.680999999999997
24730	4767	99.094
24730	25929	234.052
24731	30379	229.843
24731	27317	80.672
24732	24734	93.962
24732	25930	234.135
24732	14999	234.142
24733	34037	177.103
24733	9820	190.169
24734	9644	80.797
24734	25315	233.817
24735	24736	10.66
24735	24731	74.414
24736	24735	10.66
24736	30424	237.84
24736	2595	49.192
24737	26252	161.29399999999998
24737	26249	81.747
24738	3952	215.737
24738	8011	104.481
24738	9554	163.442
24738	16630	171.85500000000002
24739	2655	81.816
24740	22714	207.06999999999996
24740	19708	215.55599999999998
24740	13091	83.256
24741	7555	189.326
24741	14182	84.951
24741	2619	85.226
24742	24745	256.804
24742	13096	82.121
24742	30095	82.028
24742	5845	110.12299999999999
24743	40434	3267.8269999999998
24744	20459	72.945
24745	24747	260.392
24745	24742	256.804
24745	13098	82.246
24745	29030	82.071
24746	7885	102.777
24746	10059	79.981
24747	15135	261.043
24747	24745	260.392
24747	13100	82.201
24747	29259	82.211
24748	15135	178.241
24749	14173	79.466
24749	2572	78.683
24749	30764	219.974
24750	33374	118.532
24750	13055	81.369
24750	29137	82.033
24750	14781	79.783
24751	40595	20.618
24751	24753	53.772
24752	18618	38.164
24752	510	21.007
24752	7417	97.768
24753	24754	21.937
24753	6421	11.677
24754	24751	50.203
24754	24753	21.937
24754	35569	79.341
24755	14235	75.221
24755	2559	70.938
24756	54641	79.229
24756	6421	163.656
24757	24759	261.293
24757	33371	101.912
24757	13059	82.213
24757	29174	81.119
24758	33371	20.904
24758	33374	19.355
24758	28873	184.031
24758	28864	173.36400000000003
24759	24761	260.6
24759	24757	261.293
24759	13061	81.898
24759	29284	82.189
24760	3931	10.421
24760	28728	319.898
24761	24763	134.882
24761	24759	260.6
24761	13064	82.228
24761	29297	82.192
24762	31709	80.57
24762	46828	139.919
24763	24764	118.349
24763	24761	134.882
24763	13068	101.071
24763	26580	101.40799999999999
24764	24768	245.778
24764	24763	118.349
24764	13071	82.221
24765	42111	11.237
24765	24766	51.557
24766	30841	14.383
24766	23143	55.908
24767	24384	71.795
24767	22104	204.572
24767	29960	80.321
24768	24769	268.621
24768	24764	245.778
24768	29386	82.242
24769	24770	260.336
24769	24768	268.621
24769	13076	82.227
24769	29425	82.059
24770	24769	260.336
24770	13078	80.326
24770	14367	36.964
24771	22104	77.241
24771	24387	84.989
24771	54819	151.921
24772	14250	92.312
24773	21841	78.33
24773	12700	79.168
24773	30828	186.107
24774	13342	6.526
24775	12973	79.012
24775	14765	228.673
24775	29475	78.964
24776	21474	54.391
24776	19848	83.05699999999999
24776	12083	85.566
24777	18060	78.883
24777	2733	236.393
24777	22575	78.956
24778	24782	45.016
24778	4802	39.262
24779	11460	90.111
24779	34804	203.073
24779	9530	79.5
24779	32001	79.015
24780	9434	152.579
24780	24679	28.534
24780	28360	74.77000000000001
24781	33536	9.562
24781	33536	9.562
24781	21306	74.28
24782	24781	14.903
24782	3702	36.825
24782	1321	36.852999999999994
24783	6580	74.529
24783	12350	76.333
24784	32831	30.427
24785	25711	78.916
24785	7145	82.085
24785	6342	174.326
